Ea,Eb,Ec,Cond.
2356736538.06508,3476925397.56403,2017190495.5694,T1T6
2356736607.13249,3476925422.09192,2017190585.59791,T1T6
2356736678.57037,3476925448.49103,2017190678.84654,T1T6
2356736750.47513,3476925475.25871,2017190772.72942,T1T6
2356736091.07738,3476925254.64555,2017189914.92867,T1T6
2356736150.39946,3476925271.47963,2017189991.71854,T1T6
2356736211.68405,3476925289.86275,2017190071.17436,T1T6
2356736274.02137,3476925309.07688,2017190152.06028,T1T6
2356736337.90219,3476925329.50938,2017190235.04293,T1T6
2356736403.26411,3476925351.11104,2017190320.03759,T1T6
2356736469.7401,3476925373.59212,2017190406.54565,T1T6
2356736538.13703,3476925397.58957,2017190495.66318,T1T6
2356736607.20711,3476925422.11841,2017190585.69517,T1T6
2356736678.65054,3476925448.52075,2017190678.95121,T1T6
2356736750.56107,3476925475.29183,2017190772.84177,T1T6
2356736091.12261,3476925254.65813,2017189914.98719,T1T6
2356736150.44905,3476925271.49449,2017189991.78283,T1T6
2356736211.736,3476925289.87833,2017190071.24172,T1T6
2356736274.07799,3476925309.09499,2017190152.13382,T1T6
2356736337.96126,3476925329.52827,2017190235.11967,T1T6
2356736403.32815,3476925351.13269,2017190320.12093,T1T6
2356736469.80671,3476925373.61464,2017190406.63233,T1T6
2356736538.20889,3476925397.61508,2017190495.75685,T1T6
2356736607.28164,3476925422.14487,2017190585.79231,T1T6
2356736678.73063,3476925448.55044,2017190679.05576,T1T6
2356736750.64691,3476925475.3249,2017190772.95399,T1T6
2356736091.16779,3476925254.6707,2017189915.04564,T1T6
2356736150.49859,3476925271.50934,2017189991.84705,T1T6
2356736211.7879,3476925289.89389,2017190071.30901,T1T6
2356736274.13455,3476925309.11307,2017190152.20729,T1T6
2356736338.02028,3476925329.54713,2017190235.19634,T1T6
2356736403.39212,3476925351.15431,2017190320.20417,T1T6
2356736469.87324,3476925373.63713,2017190406.71891,T1T6
2356736538.28068,3476925397.64056,2017190495.85042,T1T6
2356736607.35609,3476925422.1713,2017190585.88936,T1T6
2356736678.81063,3476925448.5801,2017190679.1602,T1T6
2356736750.73266,3476925475.35795,2017190773.06609,T1T6
2356736091.21292,3476925254.68326,2017189915.10403,T1T6
2356736150.54807,3476925271.52418,2017189991.91121,T1T6
2356736211.83974,3476925289.90943,2017190071.37622,T1T6
2356736274.19104,3476925309.13113,2017190152.28067,T1T6
2356736338.07923,3476925329.56599,2017190235.27292,T1T6
2356736403.45602,3476925351.17591,2017190320.28733,T1T6
2356736469.9397,3476925373.6596,2017190406.8054,T1T6
2356736538.35238,3476925397.66601,2017190495.94389,T1T6
2356736607.43045,3476925422.1977,2017190585.98629,T1T6
2356736678.89054,3476925448.60972,2017190679.26452,T1T6
2356736750.81831,3476925475.39095,2017190773.17807,T1T6
2356736091.258,3476925254.6958,2017189915.16235,T1T6
2356736150.59749,3476925271.539,2017189991.97529,T1T6
2356736211.89152,3476925289.92497,2017190071.44336,T1T6
2356736274.24746,3476925309.14917,2017190152.35397,T1T6
2356736338.13812,3476925329.58482,2017190235.34941,T1T6
2356736403.51985,3476925351.19749,2017190320.37039,T1T6
2356736470.00609,3476925373.68204,2017190406.89178,T1T6
2356736538.42401,3476925397.69144,2017190496.03725,T1T6
2356736607.50474,3476925422.22407,2017190586.08312,T1T6
2356736678.97037,3476925448.63932,2017190679.36872,T1T6
2356736750.90387,3476925475.42391,2017190773.28992,T1T6
2356736091.30303,3476925254.70832,2017189915.22061,T1T6
2356736150.64686,3476925271.5538,2017189992.03929,T1T6
2356736211.94325,3476925289.94047,2017190071.51042,T1T6
2356736274.30383,3476925309.16719,2017190152.42719,T1T6
2356736338.19694,3476925329.60362,2017190235.42582,T1T6
2356736403.58361,3476925351.21904,2017190320.45336,T1T6
2356736470.0724,3476925373.70446,2017190406.97807,T1T6
2356736538.49556,3476925397.71684,2017190496.13052,T1T6
2356736607.57894,3476925422.25041,2017190586.17984,T1T6
2356736679.0501,3476925448.66887,2017190679.47282,T1T6
2356736750.98934,3476925475.45685,2017190773.40165,T1T6
2356736091.34801,3476925254.72083,2017189915.2788,T1T6
2356736150.69618,3476925271.56858,2017189992.10323,T1T6
2356736211.99492,3476925289.95596,2017190071.57741,T1T6
2356736274.36014,3476925309.1852,2017190152.50034,T1T6
2356736338.2557,3476925329.62241,2017190235.50214,T1T6
2356736403.6473,3476925351.24057,2017190320.53624,T1T6
2356736470.13864,3476925373.72686,2017190407.06428,T1T6
2356736538.56702,3476925397.74221,2017190496.22367,T1T6
2356736607.65306,3476925422.27672,2017190586.27645,T1T6
2356736679.12975,3476925448.6984,2017190679.57679,T1T6
2356736751.07471,3476925475.48975,2017190773.51325,T1T6
2356736091.39294,3476925254.73333,2017189915.33693,T1T6
2356736150.74545,3476925271.58336,2017189992.16711,T1T6
2356736212.04653,3476925289.97144,2017190071.64432,T1T6
2356736274.41638,3476925309.20318,2017190152.57339,T1T6
2356736338.31439,3476925329.64117,2017190235.57838,T1T6
2356736403.71091,3476925351.26207,2017190320.61903,T1T6
2356736470.20481,3476925373.74923,2017190407.15038,T1T6
2356736538.63841,3476925397.76756,2017190496.31673,T1T6
2356736607.7271,3476925422.30301,2017190586.37296,T1T6
2356736679.20931,3476925448.7279,2017190679.68065,T1T6
2356736751.15999,3476925475.5226,2017190773.62474,T1T6
2356736091.43782,3476925254.74582,2017189915.39499,T1T6
2356736150.79466,3476925271.59811,2017189992.2309,T1T6
2356736212.09809,3476925289.9869,2017190071.71116,T1T6
2356736274.47256,3476925309.22114,2017190152.64637,T1T6
2356736338.37301,3476925329.65992,2017190235.65454,T1T6
2356736403.77447,3476925351.28356,2017190320.70173,T1T6
2356736470.2709,3476925373.77157,2017190407.23639,T1T6
2356736538.70973,3476925397.79287,2017190496.40968,T1T6
2356736607.80106,3476925422.32927,2017190586.46936,T1T6
2356736679.28879,3476925448.75735,2017190679.7844,T1T6
2356736751.24517,3476925475.55542,2017190773.73609,T1T6
2356736091.48266,3476925254.75829,2017189915.453,T1T6
2356736150.84381,3476925271.61285,2017189992.29463,T1T6
2356736212.14959,3476925290.00234,2017190071.77793,T1T6
2356736274.52868,3476925309.23908,2017190152.71927,T1T6
2356736338.43157,3476925329.67864,2017190235.73061,T1T6
2356736403.83795,3476925351.30502,2017190320.78433,T1T6
2356736470.33693,3476925373.79389,2017190407.32231,T1T6
2356736538.78097,3476925397.81816,2017190496.50254,T1T6
2356736607.87493,3476925422.35549,2017190586.56565,T1T6
2356736679.36817,3476925448.78678,2017190679.88803,T1T6
2356736751.33026,3476925475.5882,2017190773.84733,T1T6
2356736091.52744,3476925254.77075,2017189915.51094,T1T6
2356736150.89292,3476925271.62757,2017189992.35829,T1T6
2356736212.20103,3476925290.01776,2017190071.84463,T1T6
2356736274.58474,3476925309.257,2017190152.79209,T1T6
2356736338.49007,3476925329.69735,2017190235.8066,T1T6
2356736403.90135,3476925351.32645,2017190320.86685,T1T6
2356736470.40287,3476925373.81618,2017190407.40812,T1T6
2356736538.85212,3476925397.84342,2017190496.59528,T1T6
2356736607.94873,3476925422.3817,2017190586.66184,T1T6
2356736679.44747,3476925448.81618,2017190679.99155,T1T6
2356736751.41526,3476925475.62095,2017190773.95845,T1T6
2356736091.57217,3476925254.78319,2017189915.56881,T1T6
2356736150.94196,3476925271.64228,2017189992.42188,T1T6
2356736212.25242,3476925290.03317,2017190071.91125,T1T6
2356736274.64074,3476925309.2749,2017190152.86483,T1T6
2356736338.54851,3476925329.71603,2017190235.8825,T1T6
2356736403.9647,3476925351.34787,2017190320.94927,T1T6
2356736470.46875,3476925373.83845,2017190407.49385,T1T6
2356736538.9232,3476925397.86865,2017190496.68793,T1T6
2356736608.02244,3476925422.40786,2017190586.75793,T1T6
2356736679.52667,3476925448.84554,2017190680.09496,T1T6
2356736751.50016,3476925475.65367,2017190774.06944,T1T6
2356736091.61686,3476925254.79562,2017189915.62662,T1T6
2356736150.99096,3476925271.65697,2017189992.48541,T1T6
2356736212.30375,3476925290.04857,2017190071.9778,T1T6
2356736274.69667,3476925309.29278,2017190152.93749,T1T6
2356736338.60688,3476925329.7347,2017190235.95833,T1T6
2356736404.02796,3476925351.36926,2017190321.03161,T1T6
2356736470.53455,3476925373.8607,2017190407.57948,T1T6
2356736538.9942,3476925397.89386,2017190496.78048,T1T6
2356736608.09608,3476925422.43401,2017190586.85391,T1T6
2356736679.60579,3476925448.87487,2017190680.19825,T1T6
2356736751.58497,3476925475.68634,2017190774.18032,T1T6
2356736091.66149,3476925254.80804,2017189915.68437,T1T6
2356736151.0399,3476925271.67164,2017189992.54886,T1T6
2356736212.35502,3476925290.06394,2017190072.04427,T1T6
2356736274.75254,3476925309.31066,2017190153.01007,T1T6
2356736338.66519,3476925329.75333,2017190236.03407,T1T6
2356736404.09116,3476925351.39062,2017190321.11385,T1T6
2356736470.60029,3476925373.88292,2017190407.66502,T1T6
2356736539.06512,3476925397.91903,2017190496.87292,T1T6
2356736608.16964,3476925422.46012,2017190586.94978,T1T6
2356736679.68484,3476925448.90418,2017190680.30143,T1T6
2356736751.66969,3476925475.71899,2017190774.29106,T1T6
2356736091.70608,3476925254.82044,2017189915.74205,T1T6
2356736151.08879,3476925271.6863,2017189992.61224,T1T6
2356736212.40624,3476925290.07929,2017190072.11067,T1T6
2356736274.80836,3476925309.32849,2017190153.08257,T1T6
2356736338.72343,3476925329.77196,2017190236.10972,T1T6
2356736404.1543,3476925351.41196,2017190321.19601,T1T6
2356736470.66595,3476925373.90512,2017190407.75047,T1T6
2356736539.13596,3476925397.94418,2017190496.96526,T1T6
2356736608.24311,3476925422.4862,2017190587.04555,T1T6
2356736679.76379,3476925448.93345,2017190680.4045,T1T6
2356736751.75431,3476925475.7516,2017190774.40169,T1T6
2356736091.75062,3476925254.83283,2017189915.79968,T1T6
2356736151.13762,3476925271.70094,2017189992.67555,T1T6
2356736212.4574,3476925290.09463,2017190072.177,T1T6
2356736274.86411,3476925309.34632,2017190153.15499,T1T6
2356736338.78161,3476925329.79056,2017190236.1853,T1T6
2356736404.21736,3476925351.43328,2017190321.27807,T1T6
2356736470.73154,3476925373.92729,2017190407.83582,T1T6
2356736539.20673,3476925397.96931,2017190497.05751,T1T6
2356736608.3165,3476925422.51226,2017190587.14122,T1T6
2356736679.84265,3476925448.96268,2017190680.50745,T1T6
2356736751.83885,3476925475.78416,2017190774.51221,T1T6
2356736091.79511,3476925254.84521,2017189915.85724,T1T6
2356736151.1864,3476925271.71556,2017189992.73879,T1T6
2356736212.50851,3476925290.10996,2017190072.24327,T1T6
2356736274.9198,3476925309.36412,2017190153.22733,T1T6
2356736338.83972,3476925329.80914,2017190236.26079,T1T6
2356736404.28036,3476925351.45458,2017190321.36005,T1T6
2356736470.79705,3476925373.94944,2017190407.92108,T1T6
2356736539.27742,3476925397.9944,2017190497.14965,T1T6
2356736608.38981,3476925422.53828,2017190587.23678,T1T6
2356736679.92143,3476925448.99188,2017190680.61029,T1T6
2356736751.92329,3476925475.81671,2017190774.6226,T1T6
2356736091.83955,3476925254.85757,2017189915.91473,T1T6
2356736151.23513,3476925271.73017,2017189992.80197,T1T6
2356736212.55956,3476925290.12527,2017190072.30945,T1T6
2356736274.97544,3476925309.38191,2017190153.2996,T1T6
2356736338.89778,3476925329.8277,2017190236.3362,T1T6
2356736404.34328,3476925351.47585,2017190321.44194,T1T6
2356736470.86251,3476925373.97157,2017190408.00625,T1T6
2356736539.34804,3476925398.01947,2017190497.24169,T1T6
2356736608.46304,3476925422.56428,2017190587.33223,T1T6
2356736680.00013,3476925449.02106,2017190680.71302,T1T6
2356736752.00764,3476925475.84921,2017190774.73287,T1T6
2356736091.88395,3476925254.86992,2017189915.97216,T1T6
2356736151.2838,3476925271.74476,2017189992.86507,T1T6
2356736212.61056,3476925290.14056,2017190072.37557,T1T6
2356736275.031,3476925309.39968,2017190153.37178,T1T6
2356736338.95576,3476925329.84624,2017190236.41153,T1T6
2356736404.40614,3476925351.4971,2017190321.52373,T1T6
2356736470.92788,3476925373.99367,2017190408.09133,T1T6
2356736539.41857,3476925398.04451,2017190497.33363,T1T6
2356736608.5362,3476925422.59025,2017190587.42759,T1T6
2356736680.07873,3476925449.0502,2017190680.81564,T1T6
2356736752.0919,3476925475.88167,2017190774.84302,T1T6
2356736091.92829,3476925254.88225,2017189916.02954,T1T6
2356736151.33242,3476925271.75934,2017189992.92811,T1T6
2356736212.6615,3476925290.15583,2017190072.44161,T1T6
2356736275.08651,3476925309.41742,2017190153.44389,T1T6
2356736339.01369,3476925329.86476,2017190236.48678,T1T6
2356736404.46893,3476925351.51833,2017190321.60544,T1T6
2356736470.99318,3476925374.01574,2017190408.17631,T1T6
2356736539.48904,3476925398.06952,2017190497.42548,T1T6
2356736608.60927,3476925422.6162,2017190587.52283,T1T6
2356736680.15725,3476925449.07931,2017190680.91815,T1T6
2356736752.17606,3476925475.9141,2017190774.95304,T1T6
2356736091.97259,3476925254.89458,2017189916.08685,T1T6
2356736151.38099,3476925271.7739,2017189992.99108,T1T6
2356736212.71238,3476925290.17109,2017190072.50758,T1T6
2356736275.14196,3476925309.43515,2017190153.51592,T1T6
2356736339.07155,3476925329.88327,2017190236.56194,T1T6
2356736404.53165,3476925351.53953,2017190321.68707,T1T6
2356736471.05842,3476925374.0378,2017190408.26119,T1T6
2356736539.55942,3476925398.09451,2017190497.51722,T1T6
2356736608.68226,3476925422.64211,2017190587.61798,T1T6
2356736680.23569,3476925449.10839,2017190681.02054,T1T6
2356736752.26013,3476925475.9465,2017190775.06295,T1T6
2356736092.01684,3476925254.90689,2017189916.14409,T1T6
2356736151.42951,3476925271.78845,2017189993.05398,T1T6
2356736212.76321,3476925290.18633,2017190072.57348,T1T6
2356736275.19734,3476925309.45286,2017190153.58787,T1T6
2356736339.12935,3476925329.90175,2017190236.63702,T1T6
2356736404.5943,3476925351.5607,2017190321.76859,T1T6
2356736471.12358,3476925374.05983,2017190408.34599,T1T6
2356736539.62973,3476925398.11947,2017190497.60886,T1T6
2356736608.75518,3476925422.66799,2017190587.71302,T1T6
2356736680.31404,3476925449.13743,2017190681.12283,T1T6
2356736752.34412,3476925475.97886,2017190775.17275,T1T6
2356736092.06104,3476925254.91918,2017189916.20128,T1T6
2356736151.47797,3476925271.80298,2017189993.11681,T1T6
2356736212.81398,3476925290.20155,2017190072.63931,T1T6
2356736275.25268,3476925309.47055,2017190153.65974,T1T6
2356736339.18709,3476925329.92021,2017190236.71203,T1T6
2356736404.65689,3476925351.58186,2017190321.85004,T1T6
2356736471.18867,3476925374.08183,2017190408.4307,T1T6
2356736539.69996,3476925398.14439,2017190497.70041,T1T6
2356736608.82802,3476925422.69385,2017190587.80796,T1T6
2356736680.39231,3476925449.16645,2017190681.225,T1T6
2356736752.42801,3476925476.01118,2017190775.28242,T1T6
2356736092.10519,3476925254.93147,2017189916.2584,T1T6
2356736151.52638,3476925271.8175,2017189993.17957,T1T6
2356736212.86471,3476925290.21676,2017190072.70507,T1T6
2356736275.30795,3476925309.48822,2017190153.73154,T1T6
2356736339.24477,3476925329.93865,2017190236.78695,T1T6
2356736404.71941,3476925351.603,2017190321.93139,T1T6
2356736471.25369,3476925374.10381,2017190408.51531,T1T6
2356736539.77012,3476925398.16931,2017190497.79185,T1T6
2356736608.90077,3476925422.71968,2017190587.90279,T1T6
2356736680.4705,3476925449.19543,2017190681.32707,T1T6
2356736752.51181,3476925476.04347,2017190775.39197,T1T6
2356736092.1493,3476925254.94374,2017189916.31546,T1T6
2356736151.57474,3476925271.832,2017189993.24227,T1T6
2356736212.91537,3476925290.23195,2017190072.77075,T1T6
2356736275.36315,3476925309.50587,2017190153.80325,T1T6
2356736339.30239,3476925329.95707,2017190236.86179,T1T6
2356736404.78185,3476925351.62411,2017190322.01266,T1T6
2356736471.31864,3476925374.12578,2017190408.59984,T1T6
2356736539.84019,3476925398.19418,2017190497.88319,T1T6
2356736608.97345,3476925422.74548,2017190587.99753,T1T6
2356736680.54859,3476925449.22439,2017190681.42902,T1T6
2356736752.59552,3476925476.07572,2017190775.5014,T1T6
2356736092.19336,3476925254.95599,2017189916.37246,T1T6
2356736151.62305,3476925271.84647,2017189993.3049,T1T6
2356736212.96598,3476925290.24713,2017190072.83637,T1T6
2356736275.41831,3476925309.5235,2017190153.87489,T1T6
2356736339.35993,3476925329.97547,2017190236.93654,T1T6
2356736404.84423,3476925351.64519,2017190322.09384,T1T6
2356736471.38352,3476925374.14771,2017190408.68427,T1T6
2356736539.91019,3476925398.21903,2017190497.97444,T1T6
2356736609.04605,3476925422.77126,2017190588.09216,T1T6
2356736680.62661,3476925449.2533,2017190681.53086,T1T6
2356736752.67915,3476925476.10794,2017190775.61072,T1T6
2356736092.23737,3476925254.96823,2017189916.4294,T1T6
2356736151.6713,3476925271.86094,2017189993.36746,T1T6
2356736213.01654,3476925290.26229,2017190072.90191,T1T6
2356736275.4734,3476925309.54111,2017190153.94646,T1T6
2356736339.41742,3476925329.99385,2017190237.01122,T1T6
2356736404.90655,3476925351.66626,2017190322.17493,T1T6
2356736471.44834,3476925374.16962,2017190408.76861,T1T6
2356736539.98012,3476925398.24385,2017190498.06559,T1T6
2356736609.11857,3476925422.797,2017190588.18669,T1T6
2356736680.70453,3476925449.28219,2017190681.63259,T1T6
2356736752.76267,3476925476.14013,2017190775.71992,T1T6
2356736092.28133,3476925254.98046,2017189916.48628,T1T6
2356736151.71951,3476925271.8754,2017189993.42996,T1T6
2356736213.06703,3476925290.27743,2017190072.96738,T1T6
2356736275.52843,3476925309.55871,2017190154.01794,T1T6
2356736339.47485,3476925330.01221,2017190237.08582,T1T6
2356736404.9688,3476925351.68731,2017190322.25594,T1T6
2356736471.51308,3476925374.1915,2017190408.85286,T1T6
2356736540.04997,3476925398.26865,2017190498.15665,T1T6
2356736609.19102,3476925422.82273,2017190588.28112,T1T6
2356736680.78238,3476925449.31105,2017190681.73422,T1T6
2356736752.84611,3476925476.17228,2017190775.829,T1T6
2356736092.32525,3476925254.99268,2017189916.5431,T1T6
2356736151.76766,3476925271.88983,2017189993.49238,T1T6
2356736213.11748,3476925290.29256,2017190073.03279,T1T6
2356736275.5834,3476925309.57629,2017190154.08935,T1T6
2356736339.53222,3476925330.03055,2017190237.16034,T1T6
2356736405.03098,3476925351.70832,2017190322.33685,T1T6
2356736471.57775,3476925374.21337,2017190408.93702,T1T6
2356736540.11976,3476925398.29343,2017190498.2476,T1T6
2356736609.26338,3476925422.84841,2017190588.37545,T1T6
2356736680.86014,3476925449.33988,2017190681.83573,T1T6
2356736752.92946,3476925476.20439,2017190775.93797,T1T6
2356736092.36912,3476925255.00488,2017189916.59985,T1T6
2356736151.81575,3476925271.90425,2017189993.55474,T1T6
2356736213.16787,3476925290.30766,2017190073.09812,T1T6
2356736275.63831,3476925309.59385,2017190154.16068,T1T6
2356736339.58952,3476925330.04888,2017190237.23478,T1T6
2356736405.0931,3476925351.72932,2017190322.41769,T1T6
2356736471.64235,3476925374.23521,2017190409.02109,T1T6
2356736540.18946,3476925398.31817,2017190498.33845,T1T6
2356736609.33567,3476925422.87408,2017190588.46967,T1T6
2356736680.93782,3476925449.36867,2017190681.93714,T1T6
2356736753.01272,3476925476.23647,2017190776.04681,T1T6
2356736092.41294,3476925255.01707,2017189916.65654,T1T6
2356736151.86381,3476925271.91866,2017189993.61704,T1T6
2356736213.21821,3476925290.32276,2017190073.16339,T1T6
2356736275.69317,3476925309.61138,2017190154.23194,T1T6
2356736339.64676,3476925330.06718,2017190237.30914,T1T6
2356736405.15514,3476925351.7503,2017190322.49843,T1T6
2356736471.70689,3476925374.25702,2017190409.10506,T1T6
2356736540.25909,3476925398.34289,2017190498.42921,T1T6
2356736609.40788,3476925422.89971,2017190588.5638,T1T6
2356736681.01542,3476925449.39744,2017190682.03844,T1T6
2356736753.0959,3476925476.26853,2017190776.15554,T1T6
2356736092.45672,3476925255.02925,2017189916.71318,T1T6
2356736151.9118,3476925271.93305,2017189993.67926,T1T6
2356736213.2685,3476925290.33783,2017190073.22858,T1T6
2356736275.74797,3476925309.6289,2017190154.30312,T1T6
2356736339.70394,3476925330.08546,2017190237.38341,T1T6
2356736405.21712,3476925351.77125,2017190322.57908,T1T6
2356736471.77135,3476925374.27882,2017190409.18895,T1T6
2356736540.32864,3476925398.36758,2017190498.51987,T1T6
2356736609.48002,3476925422.92532,2017190588.65782,T1T6
2356736681.09293,3476925449.42618,2017190682.13962,T1T6
2356736753.17898,3476925476.30054,2017190776.26415,T1T6
2356736092.50045,3476925255.04142,2017189916.76975,T1T6
2356736151.95975,3476925271.94743,2017189993.74142,T1T6
2356736213.31873,3476925290.35289,2017190073.2937,T1T6
2356736275.8027,3476925309.64639,2017190154.37422,T1T6
2356736339.76106,3476925330.10372,2017190237.45761,T1T6
2356736405.27904,3476925351.79218,2017190322.65966,T1T6
2356736471.83574,3476925374.30059,2017190409.27275,T1T6
2356736540.39812,3476925398.39225,2017190498.61043,T1T6
2356736609.55207,3476925422.9509,2017190588.75174,T1T6
2356736681.17036,3476925449.45488,2017190682.2407,T1T6
2356736753.26197,3476925476.33252,2017190776.37265,T1T6
2356736092.54412,3476925255.05357,2017189916.82626,T1T6
2356736152.00764,3476925271.96179,2017189993.80352,T1T6
2356736213.3689,3476925290.36795,2017190073.35875,T1T6
2356736275.85738,3476925309.66388,2017190154.44525,T1T6
2356736339.81812,3476925330.12197,2017190237.53173,T1T6
2356736405.34089,3476925351.81309,2017190322.74014,T1T6
2356736471.90007,3476925374.32234,2017190409.35646,T1T6
2356736540.46752,3476925398.41689,2017190498.7009,T1T6
2356736609.62405,3476925422.97646,2017190588.84557,T1T6
2356736681.2477,3476925449.48355,2017190682.34167,T1T6
2356736753.34487,3476925476.36446,2017190776.48103,T1T6
2356736092.58776,3476925255.06571,2017189916.88272,T1T6
2356736152.05548,3476925271.97613,2017189993.86554,T1T6
2356736213.41902,3476925290.38297,2017190073.42374,T1T6
2356736275.912,3476925309.68134,2017190154.5162,T1T6
2356736339.87512,3476925330.14019,2017190237.60577,T1T6
2356736405.40267,3476925351.83397,2017190322.82054,T1T6
2356736471.96433,3476925374.34406,2017190409.44008,T1T6
2356736540.53686,3476925398.4415,2017190498.79127,T1T6
2356736609.69595,3476925423.00199,2017190588.93929,T1T6
2356736681.32497,3476925449.51219,2017190682.44254,T1T6
2356736753.42769,3476925476.39636,2017190776.5893,T1T6
2356736092.63135,3476925255.07783,2017189916.9391,T1T6
2356736152.10327,3476925271.99046,2017189993.9275,T1T6
2356736213.4691,3476925290.39798,2017190073.48865,T1T6
2356736275.96656,3476925309.69879,2017190154.58708,T1T6
2356736339.93205,3476925330.1584,2017190237.67974,T1T6
2356736405.46439,3476925351.85483,2017190322.90086,T1T6
2356736472.02852,3476925374.36576,2017190409.52361,T1T6
2356736540.60611,3476925398.46608,2017190498.88154,T1T6
2356736609.76778,3476925423.02749,2017190589.03291,T1T6
2356736681.40215,3476925449.54081,2017190682.54329,T1T6
2356736753.51042,3476925476.42824,2017190776.69745,T1T6
2356736092.67489,3476925255.08995,2017189916.99544,T1T6
2356736152.15102,3476925272.00477,2017189993.98939,T1T6
2356736213.51911,3476925290.41298,2017190073.5535,T1T6
2356736276.02106,3476925309.71621,2017190154.65787,T1T6
2356736339.98893,3476925330.17659,2017190237.75361,T1T6
2356736405.52604,3476925351.87568,2017190322.98108,T1T6
2356736472.09264,3476925374.38744,2017190409.60705,T1T6
2356736540.6753,3476925398.49064,2017190498.97172,T1T6
2356736609.83953,3476925423.05295,2017190589.12643,T1T6
2356736681.47924,3476925449.56939,2017190682.64394,T1T6
2356736753.59306,3476925476.46009,2017190776.80548,T1T6
2356736092.71838,3476925255.10204,2017189917.05171,T1T6
2356736152.1987,3476925272.01907,2017189994.05122,T1T6
2356736213.56908,3476925290.42796,2017190073.61827,T1T6
2356736276.0755,3476925309.73362,2017190154.72859,T1T6
2356736340.04574,3476925330.19475,2017190237.82742,T1T6
2356736405.58763,3476925351.8965,2017190323.06123,T1T6
2356736472.15669,3476925374.40909,2017190409.6904,T1T6
2356736540.7444,3476925398.51518,2017190499.0618,T1T6
2356736609.9112,3476925423.0784,2017190589.21985,T1T6
2356736681.55626,3476925449.59794,2017190682.74448,T1T6
2356736753.67561,3476925476.49189,2017190776.9134,T1T6
2356736092.76183,3476925255.11413,2017189917.10792,T1T6
2356736152.24634,3476925272.03336,2017189994.11299,T1T6
2356736213.61898,3476925290.44293,2017190073.68298,T1T6
2356736276.1299,3476925309.75101,2017190154.79924,T1T6
2356736340.1025,3476925330.21289,2017190237.90114,T1T6
2356736405.64914,3476925351.9173,2017190323.14128,T1T6
2356736472.22067,3476925374.43072,2017190409.77367,T1T6
2356736540.81344,3476925398.53968,2017190499.15178,T1T6
2356736609.98279,3476925423.10381,2017190589.31317,T1T6
2356736681.63319,3476925449.62645,2017190682.84491,T1T6
2356736753.75807,3476925476.52367,2017190777.0212,T1T6
2356736092.80523,3476925255.1262,2017189917.16407,T1T6
2356736152.29393,3476925272.04762,2017189994.17468,T1T6
2356736213.66884,3476925290.45788,2017190073.74762,T1T6
2356736276.18422,3476925309.76838,2017190154.86982,T1T6
2356736340.1592,3476925330.23102,2017190237.97479,T1T6
2356736405.7106,3476925351.93807,2017190323.22125,T1T6
2356736472.28458,3476925374.45233,2017190409.85684,T1T6
2356736540.8824,3476925398.56417,2017190499.24168,T1T6
2356736610.05431,3476925423.12921,2017190589.4064,T1T6
2356736681.71005,3476925449.65495,2017190682.94524,T1T6
2356736753.84044,3476925476.5554,2017190777.12889,T1T6
2356736092.84859,3476925255.13826,2017189917.22016,T1T6
2356736152.34147,3476925272.06188,2017189994.23631,T1T6
2356736213.71865,3476925290.47281,2017190073.81219,T1T6
2356736276.2385,3476925309.78573,2017190154.94032,T1T6
2356736340.21583,3476925330.24913,2017190238.04836,T1T6
2356736405.77198,3476925351.95882,2017190323.30113,T1T6
2356736472.34844,3476925374.47392,2017190409.93993,T1T6
2356736540.95129,3476925398.58862,2017190499.33147,T1T6
2356736610.12576,3476925423.15458,2017190589.49952,T1T6
2356736681.78682,3476925449.68341,2017190683.04546,T1T6
2356736753.92273,3476925476.58712,2017190777.23647,T1T6
2356736092.8919,3476925255.15031,2017189917.2762,T1T6
2356736152.38895,3476925272.07611,2017189994.29788,T1T6
2356736213.7684,3476925290.48772,2017190073.87669,T1T6
2356736276.29271,3476925309.80306,2017190155.01074,T1T6
2356736340.2724,3476925330.26722,2017190238.12185,T1T6
2356736405.83331,3476925351.97955,2017190323.38094,T1T6
2356736472.41221,3476925374.49547,2017190410.02292,T1T6
2356736541.0201,3476925398.61305,2017190499.42117,T1T6
2356736610.19713,3476925423.17991,2017190589.59255,T1T6
2356736681.86351,3476925449.71184,2017190683.14558,T1T6
2356736754.00493,3476925476.61879,2017190777.34393,T1T6
2356736092.93516,3476925255.16234,2017189917.33217,T1T6
2356736152.43639,3476925272.09033,2017189994.35938,T1T6
2356736213.8181,3476925290.50263,2017190073.94112,T1T6
2356736276.34687,3476925309.82038,2017190155.08109,T1T6
2356736340.32892,3476925330.28529,2017190238.19526,T1T6
2356736405.89457,3476925352.00026,2017190323.46066,T1T6
2356736472.47593,3476925374.51701,2017190410.10584,T1T6
2356736541.08884,3476925398.63746,2017190499.51077,T1T6
2356736610.26842,3476925423.20522,2017190589.68547,T1T6
2356736681.94012,3476925449.74024,2017190683.24558,T1T6
2356736754.08705,3476925476.65043,2017190777.45128,T1T6
2356736092.97838,3476925255.17437,2017189917.38809,T1T6
2356736152.48377,3476925272.10454,2017189994.42081,T1T6
2356736213.86774,3476925290.51752,2017190074.00549,T1T6
2356736276.40097,3476925309.83767,2017190155.15136,T1T6
2356736340.38537,3476925330.30334,2017190238.26859,T1T6
