Ea,Eb,Ec,Cond.
3857348121.11588,3406334456.82442,518920123.267031,T1
3857348193.5141,3406334453.76186,518920156.331381,T1
3857348268.302,3406334450.82326,518920190.305491,T1
3857348343.55784,3406334447.90895,518920224.45775,T1
3857347650.06295,3406334480.11114,518919905.425155,T1
3857347712.90071,3406334476.55238,518919934.849936,T1
3857347777.64531,3406334473.09252,518919965.00069,T1
3857347843.45716,3406334469.68801,518919995.557757,T1
3857347910.75493,3406334466.36059,518920026.680527,T1
3857347979.55003,3406334463.11084,518920058.373347,T1
3857348049.39991,3406334459.91581,518920090.467729,T1
3857348121.18846,3406334456.82135,518920123.300179,T1
3857348193.58939,3406334453.75867,518920156.36576,T1
3857348268.3827,3406334450.8201,518920190.342142,T1
3857348343.64418,3406334447.90583,518920224.496744,T1
3857347650.10908,3406334480.10848,518919905.4468,T1
3857347712.95113,3406334476.54969,518919934.873418,T1
3857347777.69814,3406334473.08969,518919965.025293,T1
3857347843.51457,3406334469.68517,518919995.584308,T1
3857347910.81483,3406334466.35763,518920026.70823,T1
3857347979.61479,3406334463.10787,518920058.403107,T1
3857348049.46727,3406334459.91272,518920090.498681,T1
3857348121.26097,3406334456.81829,518920123.333294,T1
3857348193.66458,3406334453.75549,518920156.400101,T1
3857348268.46333,3406334450.81695,518920190.378754,T1
3857348343.7304,3406334447.90271,518920224.535699,T1
3857347650.15517,3406334480.10582,518919905.46842,T1
3857347713.0015,3406334476.54699,518919934.896876,T1
3857347777.75092,3406334473.08688,518919965.049869,T1
3857347843.57191,3406334469.68234,518919995.610828,T1
3857347910.87466,3406334466.35466,518920026.735907,T1
3857347979.67949,3406334463.10491,518920058.432835,T1
3857348049.53454,3406334459.90964,518920090.5296,T1
3857348121.33338,3406334456.81522,518920123.366372,T1
3857348193.7397,3406334453.7523,518920156.434408,T1
3857348268.54386,3406334450.8138,518920190.415326,T1
3857348343.81654,3406334447.89961,518920224.57461,T1
3857347650.2012,3406334480.10316,518919905.490017,T1
3857347713.05183,3406334476.5443,518919934.920311,T1
3857347777.80362,3406334473.08405,518919965.074419,T1
3857347843.6292,3406334469.6795,518919995.637321,T1
3857347910.93445,3406334466.35171,518920026.763554,T1
3857347979.74412,3406334463.10195,518920058.462532,T1
3857348049.60177,3406334459.90658,518920090.560484,T1
3857348121.40574,3406334456.81216,518920123.399415,T1
3857348193.81472,3406334453.74913,518920156.468676,T1
3857348268.62431,3406334450.81066,518920190.451861,T1
3857348343.9026,3406334447.89649,518920224.61348,T1
3857347650.24718,3406334480.1005,518919905.511594,T1
3857347713.10209,3406334476.54162,518919934.94372,T1
3857347777.85629,3406334473.08124,518919965.098943,T1
3857347843.68642,3406334469.67666,518919995.663786,T1
3857347910.99416,3406334466.34875,518920026.791172,T1
3857347979.80867,3406334463.099,518920058.492196,T1
3857348049.66891,3406334459.90349,518920090.591338,T1
3857348121.47801,3406334456.8091,518920123.432424,T1
3857348193.88967,3406334453.74596,518920156.502907,T1
3857348268.70466,3406334450.8075,518920190.488356,T1
3857348343.98855,3406334447.89339,518920224.652307,T1
3857347650.29312,3406334480.09784,518919905.533145,T1
3857347713.15229,3406334476.53893,518919934.967102,T1
3857347777.90889,3406334473.07843,518919965.123441,T1
3857347843.74358,3406334469.67385,518919995.690223,T1
3857347911.0538,3406334466.3458,518920026.818756,T1
3857347979.87316,3406334463.09605,518920058.521829,T1
3857348049.73599,3406334459.90042,518920090.622159,T1
3857348121.55021,3406334456.80604,518920123.465398,T1
3857348193.96455,3406334453.74279,518920156.537105,T1
3857348268.78494,3406334450.80436,518920190.524811,T1
3857348344.07442,3406334447.89029,518920224.691097,T1
3857347650.33901,3406334480.09518,518919905.554675,T1
3857347713.20245,3406334476.53625,518919934.990461,T1
3857347777.96145,3406334473.07562,518919965.147915,T1
3857347843.80069,3406334469.67102,518919995.716631,T1
3857347911.1134,3406334466.34285,518920026.846315,T1
3857347979.93759,3406334463.0931,518920058.55143,T1
3857348049.80299,3406334459.89736,518920090.652945,T1
3857348121.62234,3406334456.80299,518920123.498335,T1
3857348194.03934,3406334453.73963,518920156.571264,T1
3857348268.86514,3406334450.80123,518920190.561229,T1
3857348344.16018,3406334447.88718,518920224.729841,T1
3857347650.38483,3406334480.09254,518919905.576182,T1
3857347713.25256,3406334476.53357,518919935.013794,T1
3857347778.01394,3406334473.07282,518919965.17236,T1
3857347843.85772,3406334469.66819,518919995.743012,T1
3857347911.17292,3406334466.33991,518920026.873844,T1
3857347980.00193,3406334463.09016,518920058.581002,T1
3857348049.86992,3406334459.8943,518920090.6837,T1
3857348121.69437,3406334456.79994,518920123.531239,T1
3857348194.11405,3406334453.73647,518920156.605386,T1
3857348268.94524,3406334450.7981,518920190.597607,T1
3857348344.24588,3406334447.88408,518920224.768548,T1
3857347650.43063,3406334480.0899,518919905.597666,T1
3857347713.30261,3406334476.53089,518919935.037103,T1
3857347778.06638,3406334473.07001,518919965.196781,T1
3857347843.91471,3406334469.66537,518919995.769365,T1
3857347911.23238,3406334466.33697,518920026.901345,T1
3857347980.06623,3406334463.08722,518920058.610541,T1
3857348049.93678,3406334459.89124,518920090.714422,T1
3857348121.76632,3406334456.7969,518920123.564106,T1
3857348194.18869,3406334453.7333,518920156.639474,T1
3857348269.02525,3406334450.79496,518920190.633948,T1
3857348344.33146,3406334447.881,518920224.807212,T1
3857347650.47638,3406334480.08725,518919905.619126,T1
3857347713.35261,3406334476.52822,518919935.060387,T1
3857347778.11876,3406334473.0672,518919965.221175,T1
3857347843.97163,3406334469.66256,518919995.79569,T1
3857347911.29178,3406334466.33402,518920026.928814,T1
3857347980.13044,3406334463.08428,518920058.640048,T1
3857348050.00357,3406334459.88818,518920090.745111,T1
3857348121.83823,3406334456.79386,518920123.59694,T1
3857348194.26325,3406334453.73015,518920156.673525,T1
3857348269.10519,3406334450.79184,518920190.670249,T1
3857348344.41696,3406334447.87792,518920224.845834,T1
3857347650.52206,3406334480.08461,518919905.640565,T1
3857347713.40255,3406334476.52555,518919935.083649,T1
3857347778.17108,3406334473.0644,518919965.245544,T1
3857347844.02849,3406334469.65974,518919995.821988,T1
3857347911.35112,3406334466.3311,518920026.956256,T1
3857347980.19459,3406334463.08134,518920058.669524,T1
3857348050.07028,3406334459.88512,518920090.775768,T1
3857348121.91003,3406334456.79081,518920123.629739,T1
3857348194.33771,3406334453.72699,518920156.707539,T1
3857348269.18505,3406334450.78872,518920190.706513,T1
3857348344.50239,3406334447.87482,518920224.884418,T1
3857347650.56771,3406334480.08197,518919905.661981,T1
3857347713.45245,3406334476.52288,518919935.106884,T1
3857347778.22336,3406334473.06161,518919965.269886,T1
3857347844.08529,3406334469.65693,518919995.848256,T1
3857347911.41039,3406334466.32816,518920026.983669,T1
3857347980.25867,3406334463.0784,518920058.698971,T1
3857348050.13693,3406334459.88208,518920090.806392,T1
3857348121.98177,3406334456.78777,518920123.662503,T1
3857348194.41212,3406334453.72385,518920156.741518,T1
3857348269.26482,3406334450.78559,518920190.742738,T1
3857348344.5877,3406334447.87173,518920224.922959,T1
3857347650.6133,3406334480.07934,518919905.683374,T1
3857347713.50229,3406334476.52022,518919935.130094,T1
3857347778.27557,3406334473.05883,518919965.294202,T1
3857347844.14203,3406334469.65413,518919995.874498,T1
3857347911.4696,3406334466.32523,518920027.011053,T1
3857347980.32269,3406334463.07548,518920058.728385,T1
3857348050.20352,3406334459.87903,518920090.836985,T1
3857348122.05344,3406334456.78474,518920123.695234,T1
3857348194.48644,3406334453.7207,518920156.775461,T1
3857348269.3445,3406334450.78248,518920190.778925,T1
3857348344.67292,3406334447.86865,518920224.96146,T1
3910669402.77229,3414973179.45173,524492872.918157,T2
3910669420.55789,3414973120.7787,524492920.357099,T2
3910669439.03158,3414973060.5257,524492969.065949,T2
3910669457.83168,3414972999.52327,524493018.377187,T2
3910669477.17774,3414972937.26726,524493068.696001,T2
3910669496.99548,3414972873.92825,524493119.885303,T2
3910669517.21357,3414972809.67005,524493171.813418,T2
3910669538.05245,3414972743.98645,524493224.887226,T2
3910669559.14219,3414972677.72691,524493278.423953,T2
3910669581.00613,3414972609.68984,524493333.389413,T2
3910669603.02835,3414972541.2893,524493388.647016,T2
3910669402.78592,3414973179.40663,524492872.954624,T2
3910669420.57291,3414973120.7297,524492920.396698,T2
3910669439.04731,3414973060.47439,524492969.107435,T2
3910669457.8489,3414972999.46784,524493018.421991,T2
3910669477.19571,3414972937.20941,524493068.742757,T2
3910669497.01506,3414972873.86606,524493119.935563,T2
3910669517.23391,3414972809.60537,524493171.86569,T2
3910669538.07449,3414972743.91719,524493224.943189,T2
3910669559.16506,3414972677.65509,524493278.481993,T2
3910669581.03077,3414972609.61319,524493333.451328,T2
3910669603.05487,3414972541.20769,524493388.712931,T2
3910669402.79953,3414973179.36158,524492872.991051,T2
3910669420.58791,3414973120.68078,524492920.436253,T2
3910669439.06303,3414973060.42312,524492969.148877,T2
3910669457.8661,3414972999.41246,524493018.466747,T2
3910669477.21366,3414972937.15164,524493068.789459,T2
3910669497.03459,3414972873.80393,524493119.985767,T2
3910669517.25424,3414972809.54076,524493171.917904,T2
3910669538.09652,3414972743.84801,524493224.99909,T2
3910669559.18789,3414972677.58333,524493278.539966,T2
3910669581.05541,3414972609.53664,524493333.513175,T2
3910669603.08136,3414972541.12618,524493388.778775,T2
3910669402.81313,3414973179.31658,524492873.027438,T2
3910669420.6029,3414973120.6319,524492920.475764,T2
3910669439.07873,3414973060.37192,524492969.19027,T2
3910669457.88329,3414972999.35715,524493018.511453,T2
3910669477.23159,3414972937.09391,524493068.83611,T2
3910669497.05412,3414972873.74187,524493120.035915,T2
3910669517.27455,3414972809.47622,524493171.97006,T2
3910669538.11851,3414972743.77889,524493225.054929,T2
3910669559.2107,3414972677.51167,524493278.597875,T2
3910669581.07999,3414972609.46017,524493333.574952,T2
3910669603.10781,3414972541.04476,524493388.844542,T2
3910669402.82671,3414973179.27163,524492873.063783,T2
3910669420.61786,3414973120.58308,524492920.51523,T2
3910669439.09441,3414973060.32077,524492969.231621,T2
3910669457.90046,3414972999.3019,524493018.556107,T2
3910669477.24951,3414972937.03626,524493068.88271,T2
3910669497.07362,3414972873.67989,524493120.086007,T2
3910669517.29482,3414972809.41175,524493172.022159,T2
3910669538.14048,3414972743.70986,524493225.110705,T2
3910669559.23349,3414972677.44007,524493278.655721,T2
3910669581.10457,3414972609.38378,524493333.63666,T2
3910669603.13424,3414972540.96343,524493388.910238,T2
3910669402.84028,3414973179.22673,524492873.100088,T2
3910669420.63281,3414973120.53431,524492920.554654,T2
3910669439.11007,3414973060.26968,524492969.272922,T2
3910669457.91761,3414972999.24671,524493018.600714,T2
3910669477.26741,3414972936.97867,524493068.929258,T2
3910669497.0931,3414972873.61798,524493120.136043,T2
3910669517.31509,3414972809.34736,524493172.074201,T2
3910669538.16242,3414972743.64091,524493225.166421,T2
3910669559.25625,3414972677.36856,524493278.713501,T2
3910669581.12912,3414972609.30748,524493333.698302,T2
3910669603.16064,3414972540.88218,524493388.975862,T2
3910669402.85383,3414973179.18188,524492873.136355,T2
3910669420.64774,3414973120.48559,524492920.594035,T2
3910669439.12572,3414973060.21864,524492969.314179,T2
3910669457.93474,3414972999.19158,524493018.64527,T2
3910669477.28528,3414972936.92114,524493068.975754,T2
3910669497.11255,3414972873.55613,524493120.186025,T2
3910669517.33532,3414972809.28303,524493172.126185,T2
3910669538.18435,3414972743.57203,524493225.222074,T2
3910669559.27898,3414972677.29712,524493278.771219,T2
3910669581.15364,3414972609.23126,524493333.759873,T2
3910669603.187,3414972540.80103,524493389.041412,T2
3910669402.86737,3414973179.13707,524492873.17258,T2
3910669420.66266,3414973120.43695,524492920.63337,T2
3910669439.14134,3414973060.16767,524492969.35539,T2
3910669457.95185,3414972999.13651,524493018.689779,T2
3910669477.30314,3414972936.86368,524493069.022198,T2
3910669497.13199,3414972873.49434,524493120.235952,T2
3910669517.35554,3414972809.21877,524493172.178108,T2
3910669538.20625,3414972743.50323,524493225.277667,T2
3910669559.30169,3414972677.22578,524493278.828873,T2
3910669581.17814,3414972609.15513,524493333.821379,T2
3910669603.21335,3414972540.71996,524493389.10689,T2
3910669402.8809,3414973179.09232,524492873.208765,T2
3910669420.67757,3414973120.38833,524492920.672664,T2
3910669439.15696,3414973060.11675,524492969.396556,T2
3910669457.96893,3414972999.08151,524493018.734238,T2
3910669477.32098,3414972936.80628,524493069.068591,T2
3910669497.15141,3414972873.43263,524493120.285821,T2
3910669517.37574,3414972809.15459,524493172.229978,T2
3910669538.22813,3414972743.43451,524493225.333195,T2
3910669559.32437,3414972677.15449,524493278.886463,T2
3910669581.20259,3414972609.07909,524493333.882815,T2
3910669603.23966,3414972540.639,524493389.172297,T2
3910669402.89439,3414973179.04762,524492873.244911,T2
3910669420.69246,3414973120.33978,524492920.711913,T2
3910669439.17256,3414973060.06588,524492969.437677,T2
3910669457.98601,3414972999.02657,524493018.778647,T2
3910669477.33879,3414972936.74894,524493069.114936,T2
3910669497.17079,3414972873.37098,524493120.335639,T2
3910669517.3959,3414972809.09046,524493172.281788,T2
3910669538.24997,3414972743.36585,524493225.388667,T2
3910669559.34704,3414972677.0833,524493278.943987,T2
3910669581.22704,3414972609.00313,524493333.944183,T2
3910669603.26593,3414972540.55812,524493389.237629,T2
3910669402.90789,3414973179.00296,524492873.281016,T2
3910669420.70732,3414973120.29129,524492920.75112,T2
3910669439.18813,3414973060.01506,524492969.478753,T2
3910669458.00307,3414972998.97169,524493018.823009,T2
3910669477.35659,3414972936.69166,524493069.161227,T2
3910669497.19018,3414972873.3094,524493120.385401,T2
3910669517.41605,3414972809.02643,524493172.333543,T2
3910669538.2718,3414972743.29727,524493225.444074,T2
3910669559.36966,3414972677.01217,524493279.001451,T2
3910669581.25145,3414972608.92724,524493334.005485,T2
3910669603.29219,3414972540.47731,524493389.302892,T2
3910669402.92137,3414973178.95836,524492873.317082,T2
3910669420.72217,3414973120.24285,524492920.790282,T2
3910669439.20368,3414973059.96431,524492969.519783,T2
3910669458.0201,3414972998.91685,524493018.86732,T2
3910669477.37437,3414972936.63446,524493069.207468,T2
3910669497.20952,3414972873.2479,524493120.435106,T2
3910669517.43618,3414972808.96246,524493172.385239,T2
3910669538.2936,3414972743.22877,524493225.499421,T2
3910669559.39228,3414972676.94114,524493279.058852,T2
3910669581.27583,3414972608.85145,524493334.066719,T2
3910669603.31841,3414972540.39661,524493389.36808,T2
3910669402.93482,3414973178.91381,524492873.353109,T2
3910669420.73701,3414973120.19445,524492920.829402,T2
3910669439.21923,3414973059.91362,524492969.560768,T2
3910669458.03712,3414972998.8621,524493018.911581,T2
3910669477.39212,3414972936.57732,524493069.253657,T2
3910669497.22885,3414972873.18645,524493120.484759,T2
3910669517.45628,3414972808.89855,524493172.436879,T2
3910669538.31537,3414972743.16034,524493225.554707,T2
3910669559.41487,3414972676.87018,524493279.116186,T2
3910669581.30019,3414972608.77573,524493334.127885,T2
3910669603.34462,3414972540.31599,524493389.4332,T2
3910669402.94827,3414973178.86929,524492873.389095,T2
3910669420.75182,3414973120.14611,524492920.868477,T2
3910669439.23475,3414973059.86297,524492969.601706,T2
3910669458.05411,3414972998.8074,524493018.955797,T2
3910669477.40985,3414972936.52023,524493069.299795,T2
3910669497.24817,3414972873.12508,524493120.534356,T2
3910669517.47636,3414972808.83472,524493172.488463,T2
3910669538.33712,3414972743.09199,524493225.609933,T2
3910669559.43743,3414972676.79929,524493279.17346,T2
3910669581.32451,3414972608.7001,524493334.188984,T2
3910669603.37077,3414972540.23546,524493389.498246,T2
3910669402.96171,3414973178.82484,524492873.425043,T2
3910669420.76663,3414973120.09783,524492920.907513,T2
3910669439.25027,3414973059.81238,524492969.642602,T2
3910669458.07109,3414972998.75275,524493018.999962,T2
3910669477.42757,3414972936.46321,524493069.345883,T2
3910669497.26744,3414972873.06378,524493120.583899,T2
3910669517.49642,3414972808.77096,524493172.539989,T2
3910669538.35885,3414972743.02372,524493225.665097,T2
3910669559.45996,3414972676.72849,524493279.23067,T2
3910669581.34881,3414972608.62455,524493334.250016,T2
3910669603.39692,3414972540.15502,524493389.563222,T2
3910669402.97512,3414973178.78043,524492873.460949,T2
3910669420.78141,3414973120.04959,524492920.946505,T2
3910669439.26576,3414973059.76186,524492969.683453,T2
3910669458.08805,3414972998.69816,524493019.04408,T2
3910669477.44528,3414972936.40624,524493069.391921,T2
3910669497.28672,3414972873.00254,524493120.633387,T2
3910669517.51647,3414972808.70728,524493172.59146,T2
3910669538.38057,3414972742.95553,524493225.720201,T2
3910669559.48247,3414972676.65776,524493279.287818,T2
3910669581.37309,3414972608.54909,524493334.310981,T2
3910669603.42302,3414972540.07468,524493389.628124,T2
3910669402.98853,3414973178.73607,524492873.496818,T2
3910669420.79618,3414973120.00141,524492920.985454,T2
3910669439.28123,3414973059.71137,524492969.724257,T2
3910669458.105,3414972998.64364,524493019.088149,T2
3910669477.46295,3414972936.34936,524493069.437909,T2
3910669497.30596,3414972872.94137,524493120.682821,T2
3910669517.53648,3414972808.64365,524493172.642874,T2
3910669538.40224,3414972742.8874,524493225.775246,T2
3910669559.50495,3414972676.58711,524493279.344903,T2
3910669581.39735,3414972608.4737,524493334.371879,T2
3910669603.4491,3414972539.99441,524493389.692959,T2
3910669403.00191,3414973178.69176,524492873.532647,T2
3910669420.81094,3414973119.95329,524492921.02436,T2
3910669439.29669,3414973059.66095,524492969.765019,T2
3910669458.12191,3414972998.58918,524493019.13217,T2
3910669477.48061,3414972936.29253,524493069.483846,T2
3910669497.32519,3414972872.88027,524493120.732201,T2
3910669517.55648,3414972808.5801,524493172.694232,T2
3910669538.4239,3414972742.81936,524493225.83023,T2
3910669559.52741,3414972676.51654,524493279.401925,T2
3910669581.42157,3414972608.39841,524493334.432712,T2
3910669603.47515,3414972539.91423,524493389.75772,T2
3910669403.01528,3414973178.6475,524492873.568437,T2
3910669420.82568,3414973119.90521,524492921.063223,T2
3910669439.31214,3414973059.61059,524492969.805735,T2
3910669458.13883,3414972998.53478,524493019.176142,T2
3910669477.49826,3414972936.23574,524493069.529733,T2
3910669497.34439,3414972872.81923,524493120.781527,T2
3910669517.57645,3414972808.51661,524493172.745533,T2
3910669538.44554,3414972742.75137,524493225.885154,T2
3910669559.54986,3414972676.44604,524493279.458886,T2
3910669581.44577,3414972608.3232,524493334.493476,T2
3910669603.50118,3414972539.83414,524493389.822411,T2
3910669403.02865,3414973178.60328,524492873.60419,T2
3910669420.8404,3414973119.85719,524492921.102044,T2
3910669439.32756,3414973059.56028,524492969.846406,T2
3910669458.15571,3414972998.48043,524493019.220067,T2
3910669477.51587,3414972936.17903,524493069.575569,T2
3910669497.36357,3414972872.75825,524493120.8308,T2
3910669517.59641,3414972808.4532,524493172.796778,T2
3910669538.46715,3414972742.68347,524493225.940018,T2
3910669559.57227,3414972676.37562,524493279.515786,T2
3910669581.46993,3414972608.24806,524493334.554175,T2
3910669603.52717,3414972539.75415,524493389.887032,T2
3910669403.042,3414973178.55911,524492873.639901,T2
3910669420.8551,3414973119.80922,524492921.140823,T2
3910669439.34297,3414973059.51002,524492969.887034,T2
3910669458.17257,3414972998.42615,524493019.263944,T2
3910669477.53347,3414972936.12239,524493069.621356,T2
3910669497.38274,3414972872.69734,524493120.880018,T2
3910669517.61633,3414972808.38985,524493172.847969,T2
3910669538.48873,3414972742.61564,524493225.994822,T2
3910669559.59465,3414972676.30527,524493279.572622,T2
3910669581.49408,3414972608.17299,524493334.614808,T2
3910669603.55313,3414972539.67423,524493389.951581,T2
3910669403.05532,3414973178.51499,524492873.675574,T2
3910669420.86979,3414973119.7613,524492921.17956,T2
3910669439.35835,3414973059.45982,524492969.927617,T2
3910669458.18943,3414972998.37191,524493019.307775,T2
3910669477.55106,3414972936.0658,524493069.667093,T2
3910669497.40188,3414972872.63651,524493120.929183,T2
3910669517.63623,3414972808.32658,524493172.899103,T2
3910669538.5103,3414972742.54788,524493226.049566,T2
3910669559.61702,3414972676.23501,524493279.629396,T2
3910669581.5182,3414972608.09803,524493334.675375,T2
3910669603.57907,3414972539.5944,524493390.016061,T2
3910669403.06864,3414973178.47092,524492873.711208,T2
3910669420.88447,3414973119.71344,524492921.218254,T2
3910669439.37373,3414973059.40967,524492969.968156,T2
3910669458.20625,3414972998.31775,524493019.351554,T2
3910669477.56863,3414972936.00927,524493069.712779,T2
3910669497.42099,3414972872.57573,524493120.978296,T2
3910669517.65612,3414972808.26337,524493172.950182,T2
3910669538.53183,3414972742.48021,524493226.104251,T2
3910669559.63935,3414972676.16482,524493279.686109,T2
3910669581.54228,3414972608.02314,524493334.735875,T2
3910669603.60499,3414972539.51466,524493390.080473,T2
3910669403.08194,3414973178.4269,524492873.746803,T2
3910669420.89914,3414973119.66563,524492921.256906,T2
3910669439.38908,3414973059.35958,524492970.00865,T2
3910669458.22307,3414972998.26364,524493019.395291,T2
3910669477.58616,3414972935.95281,524493069.758418,T2
3910669497.44009,3414972872.51503,524493121.027354,T2
3910669517.67598,3414972808.20023,524493173.001205,T2
3910669538.55336,3414972742.4126,524493226.158876,T2
3910669559.66168,3414972676.0947,524493279.74276,T2
3910669581.56636,3414972607.94834,524493334.796311,T2
3910669603.63087,3414972539.43501,524493390.144812,T2
3910669403.09523,3414973178.38292,524492873.78236,T2
3910669420.91377,3414973119.61787,524492921.295517,T2
3910669439.40442,3414973059.30954,524492970.049102,T2
3910669458.23986,3414972998.20959,524493019.438976,T2
3910669477.60369,3414972935.89641,524493069.804005,T2
3910669497.45918,3414972872.45438,524493121.076359,T2
3910669517.69583,3414972808.13717,524493173.052172,T2
3910669538.57485,3414972742.34507,524493226.213443,T2
3910669559.68396,3414972676.02467,524493279.79935,T2
3910669581.5904,3414972607.8736,524493334.856681,T2
3910669603.65672,3414972539.35544,524493390.209082,T2
3910669403.1085,3414973178.339,524492873.817879,T2
3910669420.92839,3414973119.57016,524492921.334087,T2
3910669439.41975,3414973059.25956,524492970.089511,T2
3910669458.25664,3414972998.1556,524493019.482616,T2
3910669477.62121,3414972935.84007,524493069.849546,T2
3910669497.47823,3414972872.39381,524493121.125311,T2
3910669517.71565,3414972808.07417,524493173.103085,T2
3910669538.59632,3414972742.2776,524493226.267951,T2
3910669559.70623,3414972675.95471,524493279.855878,T2
3910669581.61441,3414972607.79895,524493334.916985,T2
3910669603.68255,3414972539.27596,524493390.273282,T2
3910669403.12176,3414973178.29511,524492873.85336,T2
3910669420.94301,3414973119.5225,524492921.372613,T2
3910669439.43505,3414973059.20963,524492970.129873,T2
3910669458.2734,3414972998.10167,524493019.526206,T2
3910669477.63869,3414972935.78378,524493069.895033,T2
3910669497.49726,3414972872.3333,524493121.174209,T2
3910669517.73545,3414972808.01123,524493173.153942,T2
3910669538.61777,3414972742.21022,524493226.322399,T2
3910669559.72846,3414972675.88481,524493279.912345,T2
3910669581.6384,3414972607.72439,524493334.977224,T2
3910669603.70835,3414972539.19656,524493390.337413,T2
3910669403.135,3414973178.25128,524492873.8888,T2
3910669420.9576,3414973119.47489,524492921.411099,T2
3910669439.45035,3414973059.15975,524492970.170194,T2
3910669458.29013,3414972998.04779,524493019.569751,T2
3910669477.65617,3414972935.72757,524493069.940473,T2
3910669497.51628,3414972872.27286,524493121.223056,T2
3910669517.75522,3414972807.94837,524493173.204744,T2
3910669538.63919,3414972742.1429,524493226.376787,T2
3910669559.75069,3414972675.815,524493279.968752,T2
3910669581.66236,3414972607.64991,524493335.037396,T2
3910669603.73413,3414972539.11726,524493390.401475,T2
3910669403.14823,3414973178.20749,524492873.924205,T2
3910669420.97219,3414973119.42734,524492921.449544,T2
3910669439.46562,3414973059.10993,524492970.210469,T2
3910669458.30685,3414972997.99398,524493019.613247,T2
3910669477.6736,3414972935.6714,524493069.985865,T2
3910669497.53528,3414972872.21247,524493121.271849,T2
3910669517.77499,3414972807.88557,524493173.255492,T2
3910669538.66059,3414972742.07566,524493226.431117,T2
3910669559.77289,3414972675.74527,524493280.025098,T2
3910669581.68629,3414972607.5755,524493335.097505,T2
3910669603.75986,3414972539.03803,524493390.465467,T2
3910669403.16144,3414973178.16376,524492873.959569,T2
3910669420.98674,3414973119.37984,524492921.487945,T2
3910669439.48088,3414973059.06016,524492970.250702,T2
3910669458.32356,3414972997.94021,524493019.6567,T2
3910669477.69103,3414972935.6153,524493070.031207,T2
3910669497.55425,3414972872.15217,524493121.32059,T2
3910669517.79473,3414972807.82284,524493173.306185,T2
3910669538.68197,3414972742.00849,524493226.485389,T2
3910669559.79506,3414972675.67561,524493280.081381,T2
3910669581.71021,3414972607.50118,524493335.157549,T2
3910669603.78558,3414972538.95889,524493390.529391,T2
3910669403.17465,3414973178.12006,524492873.994897,T2
3910669421.00129,3414973119.33238,524492921.526306,T2
3910669439.49612,3414973059.01045,524492970.290892,T2
3910669458.34025,3414972997.88651,524493019.700104,T2
3910669477.70845,3414972935.55927,524493070.0765,T2
3910669497.57321,3414972872.09192,524493121.369277,T2
3910669517.81443,3414972807.76018,524493173.356821,T2
3910669538.70332,3414972741.94139,524493226.539601,T2
3910669559.8172,3414972675.60603,524493280.137604,T2
3910669581.73409,3414972607.42693,524493335.217528,T2
3910669603.81126,3414972538.87984,524493390.593246,T2
3910669403.18783,3414973178.07642,524492874.030186,T2
3910669421.01583,3414973119.28498,524492921.564626,T2
3910669439.51134,3414973058.96079,524492970.331038,T2
3910669458.35692,3414972997.83287,524493019.743462,T2
3910669477.72585,3414972935.50329,524493070.121745,T2
3910669497.59213,3414972872.03173,524493121.417914,T2
3910669517.83412,3414972807.69758,524493173.407406,T2
3910669538.72465,3414972741.87437,524493226.593756,T2
3910669559.83933,3414972675.53652,524493280.193766,T2
3910669581.75795,3414972607.35277,524493335.277443,T2
3910669603.83692,3414972538.80088,524493390.65703,T2
3910669403.201,3414973178.03283,524492874.065437,T2
3910669421.03035,3414973119.23763,524492921.602903,T2
3910669439.52656,3414973058.91118,524492970.371141,T2
3910669458.37358,3414972997.77929,524493019.786772,T2
3910669477.74322,3414972935.44738,524493070.166939,T2
3910669497.61106,3414972871.97161,524493121.466496,T2
3910669517.8538,3414972807.63505,524493173.457933,T2
3910669538.74595,3414972741.80742,524493226.647853,T2
3910669559.86142,3414972675.46708,524493280.24987,T2
3910669581.78178,3414972607.27868,524493335.337293,T2
3910669603.86255,3414972538.72199,524493390.720748,T2
3910669403.21416,3414973177.98927,524492874.100649,T2
3910669421.04484,3414973119.19033,524492921.64114,T2
3910669439.54175,3414973058.86163,524492970.4112,T2
3910669458.3902,3414972997.72576,524493019.830036,T2
3910669477.76057,3414972935.39151,524493070.212087,T2
3910669497.62995,3414972871.91156,524493121.51503,T2
3910669517.87346,3414972807.5726,524493173.508408,T2
3910669538.76725,3414972741.74054,524493226.701892,T2
3910669559.8835,3414972675.39772,524493280.305912,T2
3910669581.80558,3414972607.20468,524493335.397078,T2
3910669603.88816,3414972538.6432,524493390.784395,T2
3910669403.22731,3414973177.94577,524492874.135826,T2
3910669421.05932,3414973119.14308,524492921.679337,T2
3910669439.55693,3414973058.81212,524492970.451218,T2
3910669458.40681,3414972997.67228,524493019.873253,T2
3910669477.77792,3414972935.33571,524493070.257186,T2
3910669497.64883,3414972871.85157,524493121.563508,T2
3910669517.89308,3414972807.51021,524493173.558829,T2
3910669538.78851,3414972741.67373,524493226.755871,T2
3910669559.90555,3414972675.32843,524493280.361892,T2
3910669581.82936,3414972607.13076,524493335.456799,T2
3910669603.91374,3414972538.56448,524493390.847975,T2
3910669403.24044,3414973177.90233,524492874.170962,T2
3910669421.0738,3414973119.09589,524492921.717492,T2
3910669439.57208,3414973058.76268,524492970.491192,T2
3910669458.42342,3414972997.61888,524493019.916424,T2
3910669477.79523,3414972935.27998,524493070.302236,T2
3910669497.66768,3414972871.79164,524493121.611935,T2
